comment_id,comment
92,মুসলিম কখনো অন্যের বিপদে হাসতে পারে না
93,Plus Low tidal volume PEEP ...
94,ভুয়া
95,ওরে বাটপার
96,Corona a6a kina kono baktir tar jonnya test card ber Kora dorkar age
97,কোন তর্কযুদ্ধ নয় করোনা ভাইরাস থেকে মুক্তি পেতে  সবাই পাঠ করি অাল্লাহুম্মাগ ফিরলীল মুমিনীনা ওয়াল মোমিনাত এবং অাল্লাহুমা ইন্নি অাউজুবিকা মিনাল বারাসী ওয়াল জুনুনী ওয়াল জুযামী ওয়া মিন শাই ই ইন অাসকাম
98,অাল্লাহুম্মাগ ফির লীলমোমিনীনা ওয়াল মুমিনাত
99,Bangladesh Angrej Nagpur Satta khabar Anita ka khabar Anandabazar taaja khabar
100,https://youtu.be/orotpiNFXUY
101,Apnara nije ra musk use korun plzzzzzzz
102,আল্লাহ আমদের মাফ করে দাও।
103,অত্যন্ত বিপদজনক প্রেসক্রিপশন। খুবই অবিবেচক এই ট্রাম্প লোকটি। এর এই দায়িত্ব হীন মন্তব্যের কারণে করোনা ছাড়াই বহু মানুষের মৃত্যু হতে পারে। কিছুতেই এই ভয়াবহ চিকিৎসা পদ্ধতি কেউ অনুসরণ করবেন না। বিপদ ঘটে যেতে পারে।
104,Trump egu boga don't listen to him trump bastrd is always after people and country he love to see people die
105,"খানকির মাগীর পোলা মিথা কথা,বলে,তোদের,কিলাব আছে"
106,তোদের নিউজ বালেও দেখেনা। কুত্তার ছানার দল
107,Ki faltobolen
108,Ei bagladsi renda rendi gula re echa kacha khawar
109,Dear sir ami ak jon apna akta paromorso dilam ja corona virus yar medicine holo hcqs 200mg 300mg and 400mg ay sob medicine corona virus precent ka khaya la precent yar body thaka virus mara jaba. ami ak jon medicine staff. amar name sourav kumar pal
110,"Nigeria records chloroquine poisoning after Trump endorses it for coronavirus treatment
https://www.google.com/amp/s/amp.cnn.com/cnn/2020/03/23/africa/chloroquine-trump-nigeria-intl/index.html"
111,আল্লাহ তুমি সবাইকে রক্ষা করুন
112,সালা নিজেই ভাইরাস
113,ডুনাল ট্রাম্প তর হুগা বলে লাল
114,Corona will destroy Bangladesh
115,hala hudai
116,Kungla der to kou mut o dabe naa.😂😂😂😂😂
117,"এই হালার পুতে মনে হয়,,আমগো কাউয়া কাদেরের কাছ থেকে ট্রেনিং নিছে"
118,Thanku..
119,আসোন আমরা সবাই নামাজ পড়ি
120,Bai India k onorod kirchi tramp Jonno go mottro pata...
121,Fake News Dibe na PLEASE
122,১ম ট্রেনডিং এ বাংলা ডিডিও দেখলাম!
123,ট্রাম্পের আলাপ আর সানি লিয়ন এর চরিত্র সেম কথা
124,আশা করি আপনারা আপনাদের কে সময়ের সাতে সাতে আর সুখবর  দিবেন এটা আমাদের অনুরুদ ইনশাআল্লাহ
125,"জানি জানি সব জানি-
১৩১ দিন পরে বলবে, আমারা ভেক্সিন তইরি করেছি-
তার পরে ভেক্সিন নেওয়ার জন্ন মারা মারি কাটা কাটি-
কিছু দিন খাবারের অভাবে মানুষ মারা জাবে-
সহর গুলা মনে হবে ভুতের এলাকা-"
126,করোনা ভাইরাস থেকে মুক্তির উপায়  পাঁচ ওয়াক্ত নামাজ পরিস্কার-পরিচ্ছন্নতার থাকা ঈমানের অঙ্গ
127,আজকে ও যুক্তরাষ্টে প্রায় ১১ হাজার আক্রান্ত হয়েছে।
128,আল্লাহ তুমি আমাদের মাফ করে ধাও
129,Trump Amar dadu
130,Love u trump
131,"খেলার নাম বাবাজি, ট্রাম্প কে যতই গালাগালি দেননা কেন,সব রোগের ঔষধ আবিষ্কার করে ইসরায়েল, আমেরিকা সহ পশ্চিমি দেশগুলি। 
আমেরিকা বাংলাদেশ কে রেডিমেড ড্রেস অর্ডার দেয় বলে বাংলাদেশ বেঁচে আছে।
নিমকহারাম আর কাকে বলে।"
132,Bachanor malik 1jon Allah..
133,😂😂😂😂 Idiot gives idiotic idea... And bangladesh is one of them... 😂😂😂😂
134,"হায় আফসোস!!!!
https://youtu.be/pmFGw7blMho

https://youtu.be/FwA3fraL9As"
135,Seriously!! antibiotics nile virus morey? Jiboney shuni nai.
136,"সাকি
কিকি 🤔🤐"
137,Virus vaccine  damage
138,ডাকটারের পরামোস নিয়ে ঔসধ খেতে হবে ডাকটার কোথায় পাবো ঐ শালারা সবচাইতে বড় ভাইরাচ
139,"Bruhh...
Bacteriophage can kill Bacteria, and it only kills bacteria"
140,Maa Durga tmi manush er durgoti dhur koro
141,টাম্প নিজেই পাগল ঐ কোথায় থেকে থেকে ডাক্ তারি পরালেখা করল।
142,ট্রাম্প মানুষকে ভুল ব্যাখ্যা দিছে।
143,এটা পুরো খবর না।
144,এসকল নিউজ মানুষের মধ্যে বিভ্রান্ত সৃষ্টি হচ্ছে। দয়া করে এই ভিডিও মুছে ফেলুন।
145,https://youtu.be/JKcy17HYqyI please help
146,"utilize the time while confined at home due to Corona virus
Read my latest e book.
'art of Investing in Stock Market'
https://imojo.in/artofinvesting

For more visit trade-talk.in or WhatsApp 
+917304728927"
147,সব পাগল একসাথে হইছে! 😄😅!
148,Unsubscribe krlam kuttat baccader
149,Pagol ekta ratarati doctor hoye geshe nijer deshe manus morshe kobor nai...
150,"এটা ট্রাম্পের ধাপ্পাবাজি, আর কিছু না জেনেই এক সংক্রামক রোগ বিশেষজ্ঞ এটার ওকালতি করতে লেগেছে, আমাদের রাজনৈতিক চামচাদের মত। এদিকে মানুষ মরছে আর তিনি ফল ভাল পাচ্ছেন।"
151,nc
152,আলহামদুলিল্লাহ হে আল্লাহ এই ওষুধটা ওসিলায় আল্লাহ তুমি সকল করোনাভাইরাস রোগীদের তুমি সুস্থ করে দাও আর এই রোগ থেকে মুক্তি দাও সকলকে আমিন
153,"Good job,  Tanx 🇧🇩"
154,আল্লাহ সবাই ক্ষমা করুন
155,আমার বাল
156,ট্রাম্প বাংলাদেশের অধিবাসী হলে এতক্ষনে গুজব ছড়ানোর অপরাধে গুম হয়ে যেত।
157,"bangladesher koto jon aita to update dauna,,aso porer desh niya"
158,"Amader Bangladesh ta onek Soto onno sob desh er tolonai kinto kono rokm bebostai newa hoccce na son channel a dekhano hocce Bangladesh a 20 Jon 25 akranto ata kano bol hisab kora hocce , kano  sob manosh tolee dorsee na sorkar  ,, sirajgonj ,manikgonj saraw onnano jagai koronai akranto hoise 37 jonero besi tahole sorkar tader dorsee na kano kano kom dora hocce kano ber ber tv te bolla hocce j Bangladesh a 20 akranto ,, amader sorkar ki aigula  dekhe na ,, amader Bangladesh ta onek Soto onno sob desh er tolonai jdi mohamari akaar dekha jai tahole kew bajbe na tai prodan montri shekhasinar kase akol abdon korsi apni jekhan a thakon amader Bangladesh a jatee mohamari akar daron na koree tar poddekkhep grohon koron"
159,আবার মনে হয় মহামারী লাগলো
160,(Azitromycin +hydrocloroquine )= mongora treatment ........aisomostho faltu dorbar .....
161,শবথেকে বড়ো ঔষধ আছে আল কুরআন এ  কিনতু আপনারা তো আল্লাহর উপোর ভরোসা ছেড়ে দিয়েছেন  পারবে না। এ ভাইরাস কে একমাত্র আল্লাহ পারে খতোম কোরতে
162,"ল্যাব টেকনোলজিস্টরা (ল্যাব মালিকের কাছে টেকনেশিয়ান) প্রত্যেকটি ল্যাবে এক একটি ঘরজামাই। ঘরজামাইদের যেমন কোন মূল্য নেই নিজ বাড়ি,শশুরবাড়ি, বন্ধু-বান্ধব,আত্মীয়,বউয়ের কাছে।এমনকি সমাজে তারা হাসির পাত্র।ঠিক তেমনি আমরা ল্যাব টেকনোলজিস্টরা।  দিন-রাত ২৪ ঘণ্টা ডিউটি, বেতন সুইপারের চেয়ে কম।সাপ্তাহিক, মাসিক,এমনকি বাৎসরিক কোন ছুটি নেই।নেই কোন বেতন কাঠামো। ১৩ বছর সরকারী নিয়োগ নেই,সমাজে আমাদের ব্যাঙ্গাক্তক নাম ""টেকনেশিয়ান"" যারা কি না আমাদের সহকারী।আমরা এমন এক জাতি যাদেরকে সবাই ""একগুঁয়ে "" জাতি বলে।কারণ আমরা সংগঠিত নয়,এমনকি আপনার পাশের ল্যাবের টেকনোলজিস্টের সাথে দেখা করা,সখ্য ও কোথাও কোন মালিকের নিষেধ। ল্যাবের কাজের সাথে কালেকশন ও করতে হয়।কোথাও এক্স -রে ও করায়,রিশিপশনে ম্যামো করতে হয়,কোথাও মালিকের চা-বিড়ি ও টানতে হয়।আবার কোন কোন জায়গায় সরকারী হাসপাতালে দালাল হিসেবে রুগী টানতে ও পাঠানো হয়,ডাক্তার সিরিয়াল দিতে হয়,মাঝেমধ্যে ডাক্তারের ব্যাগ টানতে হয়।আয়া-বুয়া সবার ডিউটি শেষ হয়,আমাদের হয়না।আমাদের তখন রিশিপশনে দারোয়ানের  মত বসিয়ে রাখা হয়।উৎসব ভাতা তো দূরের কথা বছরে দুইটা ঈদ বোনাসও পাইনা,মালিকের কাছে ছুটি চাওয়া তো আমাদের জন্য  হারাম হয়ে দাঁড়িয়েছে।
আর সরকার নিজেও এই জাতিকে চেনেনা।যদি চিনতো তাহলে প্রধানমন্ত্রীর মত ব্যক্তি বলতো না ""আমাদের নার্সরা ল্যাবে পরীক্ষা করে রিপোর্ট দেয়।""অথচ,আমরা একজন সাইন্টিস্টদের কাজগুলো করছি।আমাদের রিপোর্টের উপর নির্ভর করে রুগীর জীবন-মরণ ও ডাক্তারের চিকিৎসা।"
163,"Be safe from CORONA virus
>>>https://youtu.be/jN1E0xbc-8g"
164,Sotti good news
165,ট্রাম্প বা.আ.লীগ এর ছোয়া পেয়েছে... বিশ্বের বড় বড় ডা. রা যা আবিস্কারের জন্য মরিয়া তা ট্রাম্প বিনা ক্লেশে আবিস্কার করে ফেললেন...
166,ভুয়া সুখবর। ট্রাম্প শাওয়্যা শুধু মাত্র ধারণা থেকে এই কথা বলছে। বাস্তবতার সাথে কোনো মিল নেই
167,হালারে যদি কাছে পাইতাম...পোন্দের উপর ঠাস ঠাস ৪ টা দিয়া পাডাই পালাইতাম!!!!
168,Nijera rog choraia nijerai oushud ber kore😂
169,তারে গাঁজা খাওয়া দরকার। 😡🤬
170,পৃথিবীতে  আইন চলবে একমাত্র আল্লাহর
171,"Boka choda madrasa 6ap hujur gulo Sudhu swapno dekhe ,r olukik dekhe,bigayn,bioscience,medicine e kono gan nai,?auto r rikshaw Eder jeebon,r allar hoga"
172,Gandu news channel..ei bler news debar darkar ki..trump paglachoda ta bole torao lok ke misinform korbi...
173,ফালতু
174,https://youtu.be/mMHQ_T1KE2k
175,https://youtu.be/NTQDgjj9OYk 99% manush ai dhadha tir uttor dite parbena
176,allahr kace maf ca taratari toder moto naformaner jannoi ajk ai obosta allah re dak
177,Laora chandi ka bolsi re pagli
178,"Us er apu ta to onk mall 
Uni raji thake onare ami chudbo🤣🤣
Magi toder jnno desher ay obtha"
179,"What a headline ... Need to learn present the headline, please do not make like cheap youtuber. Comments na porle jibon britha. Ajib"
180,"সোনার নিউজ, কথার লগে কাজের টাইটেলের কোন মিল নেই, ভুয়া ইউটিউবারের মত টাইটেল দিল সময় টিভি"
181,ভুয়া
182,Donnie should get medicine nobel prize.
183,To get a vaccine for any Virus (to be honest there are no cure for virus to be honest) it takes 14 months to test after making the successful formula. Nobody found any successful formula yet. Trump clearly has no clue what he is tweeting about.
184,President  to mental onar kotha suna mane bipod no10
185,ki jani
186,Nice  picture  good news everything I get insured
187,"ভোয়া খবর,, টামপের মাতা ঠিক নাই"
188,news channel e jodi vul news dei ki r bolar..... desh pichea ei jnno e.....
189,হে আল্লাহ আমাদের কে করোনাভাইরাস থেকে রক্ষা করুন
190,বান্দির পুয়াইন ভিও বাড়ানোর জন্য বলতেছে একেবারে রোগ নিরাময় হয়।
191,Tomay chudbo
192,এটা কি আদৌ সত্যি
193,দিলেন তো এই দুইটার দাম বাড়িয়ে।
194,এ্যাজিথ্রোমাইসিন এন্টিবায়োটিক মুলত কাশি শ্বাসকষ্টে যে ইনফেকশন সৃষ্টিকর তা ঠিক করে দেয়
195,Alhamdulillah
196,গুজব
197,হে আল্লাহ সর্বশক্তিমান এ পৃথিবী থেকে তুমি করোনা ভাইরাসকে মুক্তি  দাও আমিন।আপনারা যারা আমার সাথে আছেন লাইক দিন
198,"ore batper, ore chiter."
199,Bal sob mitta kotha
200,হেই পাগল।
201,পাগলের কথা কেউ শুনবেন না দয়াকরে
202,Porer meye porer gula chai ntv29 teke
203,Akhono faizlami chodan jatir shathe
204,Vua news bondo koren..
205,Dr prescribe krle tbei ei osudh khaben.. J khusi Kheye neben Na.. Onek side affects ache ei osudh e.. Dr dile tbei khaben.. Besi boddha giri dekhaben Na nijera nijera.. Sbai susto thakun r vir Eriye cholun Sobai..
206,O to paglaaa
207,Amin allha apni amder k maf korun
208,"করোনা ভাইরাস থেকে বাচার ‌উপায় জেনে রাখুন


https://youtu.be/ze1ooWpCszI"
209,পুরাই কলকাতা হারবালটাইপ বিজ্ঞাপন।
210,ড়োনাল ড়াম শয়তানের বাচ্চা শয়তান। এই বার তোকেও দোরবে। বাচতে পারবি না।
211,Date exp. gaja khila ja hoy ar ke...
212,Illuminati Trump 🤬
213,thanks a  lot
214,"আক্রান্ত রোগিকে মোসায় কামড় দিয়ে,সেই মসা,ভালো ব্যাক্তি কামড়ালে,তারও কি সংক্রমণ  হবার আচে।।।"
215,"দুবাইর অবস্থাও খুব একটা ভালো নেই, তাই আপনারা সবাই আমরা দুবাই প্রবাসীদের জন্য দোয়া করবেন, আল্লাহ যেনো সবাইকে হেফাজতে রাখেন। 🤲🤲🤲🤲"
216,"Alhamdulillah khub valo laglo
আল্লাহ তুমি সবাইকে সাহায্য করো সুম্মা আমিন"
217,"If you have no clear idea anything ,don’t present that to the society.Please be responsible to the society as well as to the country."
218,মিথ্যাবাদী
219,Allah pare amader hefazat korte......
220,"কিস্তি নামে সাধারণ মানুষের রক্ত চুষে খাওয়া দুর্ভোগ কিছু দিন এর জন্য বন্ধ ঘোষণা করা হোক, আপনি না খেয়ে মৃত্যু বরণ করেন কিস্তি ওয়ালাদের দেখার বিষয় না,তাদের কিস্তি সময় মতো দিতে হবে না হলে এরা মানুষ কে চরম ভাবে অপমান হয়রানি করে, করোনাভাইরাস এমন পরিস্থিতিতে গরিব,মধ্যবিত্ত দের পক্ষে সম্ভব নয় কিস্তি চালানোর আয় রোজগার বন্ধ,তাই সরকারের কাছে জনগণের দাবি কিস্তি আদায় বন্ধ রাখার নির্দেশ দেওয়া হোক পরিস্থিতি স্বাভাবিক হওয়া পর্যন্ত। 
    #মামুন_কবি🙏"
221,"গার্মেন্টস শ্রমিকরা বেশী নিরাপত্তা হীনতা ভূগছে সরকারের দৃষ্টি আকর্ষন করা দরকার।আমাদের দেশের গার্মেন্টস সেকশন গুলো আগে বন্ধ করে দেয়া উচিত কারণ এখানে হাজার হাজার শ্রমিক একসাথে কাজ করছেন কাজের ক্ষেত্রে এদের একে অপরের সাথে কথা বলতে হচ্ছে এই গার্মেন্টস শ্রমিকদের কি কোন জীবনের মূল্য নেই এদের নিয়ে তো এখনো পর্যন্ত কাউকে কথা বলতে দেখলাম না
#মামুন কবি"
222,ট্রাপ জানলো কিভাবে এই ঔষধ খেলে কোরোনা আক্রান্ত রোগী ভালো হবে....🤔🤔
223,হালায় হইলো আরেক ওবায়দুল কাদের। আস্তে আস্তে চাবায়া চাবায়া কথা কয় আর কোন বাছ বিচার নাই কথার।
224,আসলেই অনেক হাসি পাচ্ছে এতো দুঃখের দিনেও। আর কতো ধুল ছিটাবে মানুষের চোখে।।
225,ট্রাম্পের কাছথেকে ভালো কিছু আসা করা অসম্ভব 😪
226,আরেকটা সু খবর আসবে ডোনাল ট্রম্প নিজেই কোরোনা ভাইরাসে আক্রান্ত হয়েছে  /
227,Trump... Pagol Sagol...!!!
228,"আমার ইউটিউব চ্যানেল টি সবাই Subscribe করে পাশে থাকুন। নতুন নতুন ইসলামিক ভিডিও দেখতে পাবেন। আমার ভিডিও গুলো আপনাদের ভালো লাগলে, তাহলে লাইক ও কমেন্ট করতে ভুলবেন না। সবাই কে ধন্যবাদ 😱😱😱❤️❤️❤️🎵🎵🎵"
229,Entertainment
230,এটাও একটা মিসইনফর্মেশন। ট্রাম্প আর মোদিকে ডাক্তার ভেবে বোকামি করবেন না।  এই Thread https://twitter.com/realDonaldTrump/status/1241367239900778501?s=19 এর রিপ্লাইগুলো একটু পড়ুন।
231,Ei batpar ER kotha bissas hoi na
232,"Amra trump ar upor vorosha kori na, 
Amra vorosha kori 1 matro Allahor upor nastik ra korbe trump ar upor"
233,পাচওয়াকত নামাজ পরলে করোনা  ভাইরাস হবেনা কারা কারা বিস্যস করেন হাত উঠান
234,নাফরমানের বাচ্চারা আল্লাহর নামনে ট্রাম্পের কথাই লাফাস না সবার আগে ধ্বংস হবে টাম্প
235,সবাইকে বলো রাখোক   আমিন
236,Allah sobayke maf koro
237,ঔষধ গুলো কাজ করলে আলহামদুলিলাহ
238,Ata niye conflict ase oder nijedr moddei
239,"এই করোনায় বয়স্ক মানুষ যেমন ৬০ বছরের উপরে এবং ছোট বাচ্চাদের জন্য একটু চিন্তার কারন , আমি বলতে চাই এসব নিয়ে বেশী চিন্তা করবেন না, যে কোন জিনিষ নিয়ে বেশী চিন্তা করা ভাল না, আমার অনুরোধ রইল সবার প্রতি দয়া করে টেনশন মুক্ত থাকুন . করোনাকে মিডিয়া বেশী করে প্রচার করে মানুষ কে আরো আতংকিত করে তুলছে."
240,VOGOBAN dhormo borno nirbishese sobay ke rokka korun PHARTHONA kori🙏🙏🙏
241,"করোনা ভাইরাস  মোকাবিলার ক্ষমতা একমাত্র আল্লাহর কাছে ,আসুন সবাই এইসব কথায় কান না দিয়ে নামাজ পড়ি, আল্লাহই রক্ষা আমাদের করবেন।"
242,Trump মত খেয়েছে😆😀
243,"Bangalira sob kichu te dormo niya ase
nijera to kichu pare na sodu lafa lafi kore"
244,আল কোরানে তোমরা খোজ ঔসধ পাবে। বানিয়ে ফেল কোরান দেখে।
245,Allah Sobai k maff korun
246,হে হে
247,"ETA ekta gujob,"
248,Total nonsense
249,ওষুধ এর নাম বেশ জটিল বিধায় নিউজ প্রেজেন্টার ভুল উচ্চারণ করেছেন। Hydroxychloroquine কে বলেছেন হাইড্রোক্লোরোকুইন।
250,সময় টিভির  ভাইয়ের সবকিছু করা আগে গরিবের ⛔কিস্তি⛔ বন্ধ করোন না হলে তারা করোনা বলেন আর যেটা বলেন তারা রাস্তা নামবে আর ঘর ভাড়া টাকা আর কিস্তি টাকা  জন্য করোনা বা তার বড় মহামারি হোক না কেন তারা রাস্তা নামবে
251,Jak akta asar bani Alhamdulillah
252,Bc
253,এটাও একটা নিউজ! বোকাটুসা
254,Dont do it....its a bad practice..these drugs have a lots lots of side effect..even you can die due prolong QT
255,https://youtu.be/2eSUuamqlaQ
256,😭😭🙄
257,"I want to know whether kerosine, phenile, dettol, savnol, liquid detergent, detergent water solution etc can kill corona virus?"
258,Allah save us 🙏
259,আল্লাহর আযাব মোকাবেলা করে বাঁচতে চাও? তিনি যদি তাঁর আযাব থেকে না বাচন আর কে আছে বাঁচানোর? সুতরাং আল্লাহর সাহায্য ছাড়া উপায় নেই।
260,"সবাই বলে ঔষধ আবিষ্কার করেছে 
তাহলেত স্বাভাবিক হওয়ার কথা"
261,একমাত্র উপায় পাঁচ ওয়াক্ত নামাজ
262,ট্রাম্প কি সত্য কথা বলে না??!!!
263,"বিনোদন দিলেন মার্কিন প্রেসিডেন্ট 
ডোনাল্ড  ট্রাম্প 😐😐😐"
264,BGMEA হাসপাতালের ডাক্তাররা অনেক আগেই এই কথা বলেছিল.....
265,হেতি বাল জানে
266,"হাইড্রোক্লোপিনএবং এজিথ্রোমাইসিন আমার যতদূর জানা রক্ত বাহের
 ভিতরে রক্তের মধ্যে অ্যান্টিবায়োটিক হিসেবে কাজ করে। সে ক্ষেত্রে ভাইরাস নির্মূল কোন সম্ভাবনা আছে কিন্তু এই ভাইরাস মানুষের শরীরের বাহিরে ভেতরে কাজ করতেছে।"
267,"যদি এই খবর টা সত্যি হয়  তাহলে খুব ভালো হবে , আর এই মৃত্যুর মিছিল ও কমবে"
268,Don't believe him. Most of his data and promises regarding coronavirus are scam.
269,এটার ওষুধ  সুদু আমল করা
270,Akon o final kobor paowa jay ni
271,"Bullshit guy, bullshit journalism 🙄"
272,5M Subscribe ❣️🇧🇩😍😚☺️😊
273,"আইনস্টাইনের খোদা ছিলো দাজ্জাল | এরাই দাজ্জালের এজেন্ট | Dajjaler Agomon | Moral Dairy
https://youtu.be/wtZggZ6LUBM"
274,Thsnks somoy tv 5 m
275,Amin
276,তগ পরা লেখার গাটতি আছে রে
277,"আমরা কখন আল্লাহকে  মনে করি যখন বিপদে পরি, আর বিপদে না পড়লে মনে থাকে না। আল্লাহ  যা করে ভালোর জন্যই  করে।"
278,Ashun sobai namaZ pori
279,আল্লাহ ধৈর্য ধারণ করার মত শক্তি দিও
280,এই হ্লা পাগল😂🤣🤣😂
281,Trump er kotha shonla joldi mora jabe 😂🤣
282,হুদাই আজাইরা নিউজ
283,ধন্যবাদ ট্রাম্পকে
284,"Hello, pundits and Madrasa graduates in Bangladesh. What Coronavirus Symptoms Look Like, Day By Day. watch this video will tell you details.https://www.youtube.com/watch?v=OOJqHPfG7pA&feature=share&fbclid=IwAR0dMzCYRcgwJ6dAyfbqvg_0-ztmr6knTcho13qvkSOfVdBb_xLd1EMAMIg"
